"year","age","marst","sex","people"
2000,70,6,2,201715
2000,75,1,1,2018496
2000,75,1,2,1556587
2000,75,2,1,112161
2000,75,2,2,145581
2000,75,3,1,30166
2000,75,3,2,33590
2000,75,4,1,164487
2000,75,4,2,284517
2000,75,5,1,461756
2000,75,5,2,2157989
2000,75,6,1,125589
2000,75,6,2,177380
2000,80,1,1,1227298
2000,80,1,2,809699
2000,80,2,1,109195
2000,80,2,2,172002
2000,80,3,1,15357
2000,80,3,2,17205
2000,80,4,1,73640
2000,80,4,2,146589
2000,80,5,1,408331
2000,80,5,2,1935401
2000,80,6,1,68817
2000,80,6,2,141002
2000,85,1,1,545260
2000,85,1,2,297024
2000,85,2,1,81007
2000,85,2,2,166426
2000,85,3,1,5938
2000,85,3,2,9549
2000,85,4,1,27221
2000,85,4,2,68487
2000,85,5,1,275431
2000,85,5,2,1344908
2000,85,6,1,35500
2000,85,6,2,94762
2000,90,1,1,108633
2000,90,1,2,37759
2000,90,2,1,50347
2000,90,2,2,157964
2000,90,3,1,2876
2000,90,3,2,6384
2000,90,4,1,11205
2000,90,4,2,29292
2000,90,5,1,147615
2000,90,5,2,774069
2000,90,6,1,15627
2000,90,6,2,59113
